,Unnamed: 0,PriorityID,label,text,label_pr_low,label_pr_norm,label_pr_high,label_pr_crit
35,35,Normal,1,called and lvm for michele letting her know that she will need to re enter company information upon logging in as an admin to her paystub workspaces. also adv her to look over the stubs and to let us know the results...,0,1,0,0
36,36,Normal,1,and  as i expected  she wasn t cool with having to run thru the company setup...  steve     i am working on w s.  i don t understand why i have to keep doing maintenance and resetting every time your company make a change or an upgrade to my settings.  please send me an email with what i need to change my settings with screen shots and i will try to do it from home tonight after my sons travel hockey practices.     michele billings payroll manager access nursing services    ex,0,1,0,0
37,37,Normal,1,michele   i am going to take care of the company setup steps for you. when you have time though  please log into downloafmyform.com to verify the accuracy of the settings and the paystubs.  i apologize for the inconvenience  and thank you for all of your patience through the updates and changes.  thank you    stephen smith clientswsupport      ext,0,1,0,0
38,38,Normal,1,ok  in a judgement call  i went ahead and  next d  thru all the company setup steps for her. at this point we are waiting for her confirmation that all is good.,0,1,0,0
39,39,Normal,1,called back to let us know that now she is not able to log on to dmf.com and neither are any of her employees.  also  right now  all of her workspaces are listed as  access nursing private duty  paystubs rather than the different names they used to have and she doesn t know which is which.,0,1,0,0
40,40,Normal,1,we got disconnected when i was about to send this call to stephen.  we will call her back today..,0,1,0,0
41,41,Normal,1,steve    site is not working.  i am processing payroll now.  please put return my site back to before the upgrade and all the setting.   i don t authorize an upgrade on my connector with out first testing it two days before going it is put into place.     thank you  michele,0,1,0,0
42,42,Critical,3,ok  i am not sure why the site is not working for her  but she is busy and has no time to help me troubleshoot. she wants us to reverse what we  have done  and restore their workspaces prior to the changes. she is really thin on patience and if this is at all possible  i think we should do it.,0,0,0,1
43,43,Critical,3,her ee s cannot get into the site either. i have marked this as critical due to the clients attitude. she is done with mucking around and changing things  and not open to the idea of re setting the site settings  or having employees do anything more with their settings.,0,0,0,1
44,44,Critical,3,reverted. log in and verify that it looks good.,0,0,0,1
45,45,Critical,3,michele   the site has been restored. please try logging in now  and let me know the results.  thank you    stephen smith clientswsupport      ext,0,0,0,1
46,46,Critical,3,i need to know what each of their original short codes were for their  paystub workspaces       and,0,0,0,1
47,47,Critical,3,stop  dont do anything more with this. taking this back,0,0,0,1
48,48,Critical,3,can you see the same settings i can  or are these not what they are expecting when they go to settings and look   accessny accesspd accessnj accessmd,0,0,0,1
49,49,Critical,3,i just set those myself,0,0,0,1
50,50,Critical,3,taking this back now,0,0,0,1
51,51,Critical,3,i re established their old short codes. spoke with michele in doing this  she called me out of urgency . their only other issue now at this point  is that their   stubs are not up on any of the  workspaces. closing this ticket  and starting a paystub ticket,0,0,0,1
52,52,Critical,3,please let me know why this is still not correct on the employees checks.         original message      from  andrea davison sent  friday  january      pm to  michele billings subject  re  pauline suggs  hi michele   pauline suggs called me again today regarding how deductions are listed on her check.  i have scanned and attached two recent pay stubs to this email from her.  while the latest one no longer lists  insurance deduction    the amount of deductions listed does not equal what is listed under  current deductions.     on her    check  the total of her deductions for this check equals  . but under  current deductions  it says  ..  ultimately the gross minus the net equals the correct amount  but i must agree with pauline that it is confusing to have this discrepancy on the check.    is this in the works to be corrected   or am i understanding her check stub incorrectly      andrea davison,0,0,0,1
53,53,Normal,1,i m bumping this down to normal,0,1,0,0
54,54,Normal,1,sheldon  michele had a near meltdown when we setup the new data  resulting in new workspace id s  and she expressed frustration about needing to go through the company setup steps. is there any way we can get this change done  and avoid having to go through the company setup,0,1,0,0
55,55,Normal,1,i think this issue was originally being worked by aaron  i don t know what s going on here and this ticket looks like it has a lot of history to it.,0,1,0,0
56,56,Normal,1,right  and i went throught the steps to reset her paystub settings. the problem is that she had to go through the company setup steps and she doesn t want to so we reverted back to her old workspace.  is there a way to maintain her current company settings when moving to a new workspace  i don t know the ins and outs of this process.,0,1,0,0
57,57,Normal,1,that super copy proc was supposed to do this. i don t know why it wouldn t have...,0,1,0,0
58,58,Normal,1,can you give me an example of some settings that didn t transfer over when we tried loading up some new workspaces for access  did it wipe out everything or did it just look that way because it showed the welcome wizard when you clicked on the new workspace  were there just a couple things that needed to be fixed  i don t know how this ticket lived so long without those details.,0,1,0,0
59,59,Normal,1,actually looking at the data it seems like aaron ran the wrong proc to copy their settings over. i d suggest trying to swap their workspaces again and execute the proc  dmf copystufffromunlinkedtenantmappings. then make sure their settings in dmf tenantmappingpaystubsettings match. if they don t  send this ticket to me telling me to fix my proc  but i really think you saw all the dmf copy procs and picked the wrong one.,0,1,0,0
60,60,Normal,1,steven  lets try this again. please contact michelle and tell her that we have to pull her site down for a small window   minutes . ask when she would like us to do this. send this back to me with a time. thanks,0,1,0,0
61,61,Normal,1,concerning pauline suggs.  the issue is due to the fact that there is a deduction and a benefit which were set up using the same code  code  ins . this is not a common situation  and while we can adjust the site so that this type of setup is accounted for  it will require the site being unavailable for a short period of time to implement the change. please let us know a time which this would be acceptable  and we will roll out the code to handle this situation. we will not do anything unless you give the green light.   thank you    stephen smith clientswsupport      ext,0,1,0,0
62,62,Normal,1,steve        please let me know how long the side needs to be down. michele,0,1,0,0
63,63,Normal,1,confirming with aaron st....,0,1,0,0
64,64,Normal,1,ok  confirmed with aaron....  michele   the site would be down for approx.  minutes.    stephen smith clientswsupport      ext,0,1,0,0
65,65,Normal,1,hello michele   i just wanted to follow up on when you would like this to be done.  thank you     stephen smith clientswsupport      ext,0,1,0,0
66,66,Normal,1,steve    feb   thank you  michele,0,1,0,0
67,67,Low,0,ok  marking this low as this is not going to happen until feb. . i will write back to inquire about the time once we are closer to that date.,1,0,0,0
68,68,Low,0,good morning michele   i just wanted to follow up with you concerning this issue. as a recap  i have posted the comments related to this  below   also  concerning pauline suggs.  the issue is due to the fact that there is a deduction and a benefit which were set up using the same code  code  ins . this is not a common situation  and while we can adjust the site so that this type of setup is accounted for  it will require the site being unavailable for a short period of time to implement the change. please let us know a time which this would be acceptable  and we will roll out the code to handle this situation. we will not do anything unless you give the green light.  just let me know if today is still an acceptable day for this process  and if so  at what time.   thank you    stephen smith clientswsupport      ext,1,0,0,0
69,69,Low,0,ok man. please dot your i s and cross your t s before doing this.  steve     yes  please go ahead and update the site.  thank you  michele billings,1,0,0,0
70,70,Normal,1,aaron  you still working on this,0,1,0,0
71,71,Normal,1,i am. this will be completed today. send this back plz,0,1,0,0
72,72,Normal,1,k  back to you,0,1,0,0
73,73,Normal,1,they did a resync w  an old connector. retrying.,0,1,0,0
74,74,Normal,1,done. she should be good to go,0,1,0,0
75,75,Normal,1,hello michele   when you have a moment  please confirm that the deductions benefits are now correct on paystubs for pauline suggs.  thank you     stephen smith clientswsupport      ext,0,1,0,0
76,76,Normal,1,when speaking to michele  she was too busy at the time but will call us back later.,0,1,0,0
77,77,Normal,1,left vm.,0,1,0,0
78,78,Normal,1,closing this. if it s wrong  we ll hear from her soon enough.,0,1,0,0
79,79,Normal,1,thanks  michele.  pauline is also telling me that the insurance amount is still not calculating correctly.    andrea davison,0,1,0,0
80,80,Normal,1,i reviewed the pay check    when pauline had insurance and it looks correct.  can you please let me know what check date pauline is looking at on the website for us to review. thank you  michele billings,0,1,0,0
81,81,Normal,1,good morning michele  any word on the accuracy of pauline suggs paystubs  i wanted to let you know that when we made the update to correct this  we did that for all of her paystubs. basically  if one of them is correct  all of them should be as well and in the same way  if one of them is incorrect then all of them will be incorrect.  please let me know what you find. thank you    stephen smith clientswsupport      ext,0,1,0,0
82,82,Normal,1,i m marking this baby as  low . michele isnt rushing to get back to me  and i believe that the issue has been fixed.,0,1,0,0
83,83,Low,0,low,1,0,0,0
84,84,Low,0,no  i m closing this. unless she contacts me with evidence that the stubs are still incorrect  i m marking this closed,1,0,0,0
85,85,Normal,1,auto confirmed fix.  survey sent to,0,1,0,0
86,86,Normal,1,,0,1,0,0
87,87,Normal,1,created,0,1,0,0
88,88,Normal,1,client is doing her q for nm and encountering  an unexpected error  mssg as soon as she clicks on the  next button  after chooing her quarterly filing date and suta. logs indicates  .  invalid object name  upr   and  .  system.outofmemoryexception  type for  tables  pm and gl.  this is the same as issue in ticket  . i used the same resolution in that tiecket and it resolved it for this client as well. that brings us to  clients that have had this issue..,0,1,0,0
89,89,Normal,1,auto confirmed fix.  survey sent to,0,1,0,0
90,90,Normal,1,created,0,1,0,0
91,91,Normal,1,the client tries to edit a  and clicking on edit vendor freezes internet explorer.  i remoted into his pc and verified.  this appears to be a java issue on his pc.  i told him that he should consult his it guy to take care of the issue.  java will probably need to be updated or reinstalled.,0,1,0,0
92,92,Normal,1,created,0,1,0,0
93,93,Normal,1,jason   the main reason will be the fact that the user doesn   t have the correct version of acrobat reader installed on their pc  ver . and later is required . the access codes open in a pdf file. another thing could be if they have a pop up blocker disabled.   please check with the employee to see if they have everything as mentioned above  and if so  inform us and we will keep working on this till it is resolved.  thanks                                                                                                                            kwame numapau      support     software inc.   let us handle that   southpoint pkwy    suite    jacksonville  fl    fax  ..   tell  .. ext  p think green. please don   t print this message unless it   s really necessary. thank you.  from  jason randolph  mailto jrandolph  sent  monday  january      am to  clientswsupport subject  fw  w   would there be a reason why they could not retrieve the access code   jason randolph  c.p.p. payroll manager mohegan tribe  crow hill road uncasville  ct  jrandolph  phone     fax      from  wayne scott  sent  saturday  january      pm to  jason randolph subject  w      jason   i tried to sign up for electronic w  forms  but the site will not give me an access code.      wayne scott fire inspector mohegan tribal fire department    office    cell    fax wscott,0,1,0,0
94,94,Normal,1,created,0,1,0,0
95,95,Normal,1,client called in to let us know they were getting a message of  error on page  in the bottom left corner of their browser when trying to reset an employee password on dmf.com   see screenshot attached .,0,1,0,0
96,96,Normal,1,,0,1,0,0
97,97,Normal,1,also  their workspace id is dw .  i have unlocked their site for support.,0,1,0,0
98,98,Normal,1,lvl   i just wanted to add another note about our conversation.  debbie  our client mentioned that the management at her company was not comfortable with using a set field such as ssn or birthdate as a login.  the are determined to use  custom passwords.,0,1,0,0
99,99,Normal,1,taking th is,0,1,0,0
100,100,Normal,1,hey steve  sending this down  need additional notes with mroe details and correct kb,0,1,0,0
101,101,Normal,1,closing this and reopening    wrong kb.,0,1,0,0
102,102,Normal,1,auto confirmed fix.  survey sent to,0,1,0,0
103,103,Normal,1,created,0,1,0,0
104,104,Normal,1,linda has already been locked out of her account.  full name  linda smith e mail  lindasmith department  professional pto support   michelle  hello linda  how can i help you   linda smith  i ve locked myself out of the login to both  and downloadmyform.com...can you help me  michelle  yes i can help you with that. what company are you with   linda smith  clw  inc linda smith  i m their outside accountant  and i have to go this afternoon to process their w s and  s michelle  what email address are you using to log in   linda smith  lindasmith michelle  thank you. i am reviewing the account now. this may be a minute of silence.  michelle  have you tried to reset your password yet   linda smith  yes  but the security questions didn t accept my answers linda smith  i don t recall ever having set up answers to the  questions asked michelle  yes i do see that your security answers were not normal here. i am looking into the account and it will be another moment.  michelle  thank you for holding linda. we will be able to get your account but there are some security measures that we have to take first. we have  options to unlock the account.  michelle  the first option is the quickest. if you fax us a scanned copy of your drivers license to our secure fax line       we will unlock it instantly.  michelle  the other option would take  business days.  linda smith  no  i need to be able to access it this afternoon to prepare w s...do i fax the driver s license to your attention  michelle  yes you can fax us the drivers license this afternoon and we will unlock the account instantly.  michelle  once we receive the fax  it normally takes about  minutes to process.  michelle  then we will email you log in information. yow will have access to your email at that time  correct   michelle  i just want to make sure we cover all the grounds so it will work properly for you later this afternoon.  linda smith  it s on the way now michelle  okay  thank you. i will contact you again once it is complete. would you like me to call or email you   linda smith  yes  email me the instructions  etc. linda smith  or if you need to contact me  you can call me at    ext  michelle  sounds great linda. we will be sending you an email shortly. please let us know if you have any additional questions.,0,1,0,0
105,105,Normal,1,,0,1,0,0
106,106,Normal,1,,0,1,0,0
107,107,Normal,1,clint    linda smith  dealer      lindasmith needs her acocutn unlocaked for dmf. she said she has sent the email   a minute ago . please let us know once this is unlocked  thanks,0,1,0,0
108,108,Normal,1,email sent to client with reset link,0,1,0,0
109,109,Normal,1,emialed client too  told her i would  closing. thanks clint   hello linda    we spoke earlier today about resetting your password and account for downloadmyform.com. you should of received and email from us a few minutes ago with a    reset account link   . please follow the link to set up your account. please let me know if you have any questions or concners.   thank you    michelle drackert     x clientswsupport,0,1,0,0
110,110,Normal,1,auto confirmed fix.  survey sent to,0,1,0,0
111,111,Normal,1,created,0,1,0,0
112,112,Normal,1,client s dd info was not showing up on their current paystub.....i checked their ach files in gp and they are all gone.  i explained to her that we get the dd info from the ach files and once they are gone  we can t obtain that info to display them on the paystubs. client is now aware and won t delete the ach files in gp again.,0,1,0,0
113,113,Normal,1,auto confirmed fix.  survey sent to,0,1,0,0
114,114,Normal,1,created,0,1,0,0
115,115,Normal,1,,0,1,0,0
116,116,Normal,1,created,0,1,0,0
117,117,Normal,1,brian  when it comes to entering bankruptcy garnishments into the module  what category do i choose    also  when it comes to irs tax levies or federal student loans  i have had a deduction amount calculated in the past based on the employees    wages. should it now be a different amount  lump sum  large figure  etc.  so the module can calculate the appropriate deduction based on earnings in the pay period    for the default on the minimum wage calculation  it defaults to a one week amount   times minimum wage . should i change that to the two week amount   times  or will the module automatically know that this is a bi weekly payroll and take that into consideration.   thank you    kelley blakley hr information systems analyst pci gaming authority  poarch rd.  atmore  al  kblakley  o     f,0,1,0,0
118,118,Normal,1,kelley   bankruptcy   s go under tax order.  when you mean based on employee wages are you meaning just a percentage amount or are you meaning tiers percentages  there are options for both of those in the product but for those within gp you would need to have the deduction set as a percent of gross or a percent of net and some percentage.  as for the  times minimum wage   times minimum wage and  times minimum wage. those will pick up how that particular employee gets paid  if it   s weekly  bi weekly or semimonthly. if you do not see that happening please give me the state and i   ll double check.  brian castaneda clientswsupport technician    ext.,0,1,0,0
119,119,Normal,1,auto confirmed fix.  survey sent to,0,1,0,0
120,120,Normal,1,created,0,1,0,0
121,121,Normal,1,debra wants to know  if there is a way where we can reset everyone s password.  unfortunately there is not.  recommended to change pw may work best for them.,0,1,0,0
122,122,Normal,1,client called in to let us know they were getting a message of  error on  page  in the bottom left corner of their browser when trying to reset an  employee password on dmf.com   see screenshot attached .  when they put in  the employee id and new password then press  reset password  nothing at  all seems to happen on the webpage  and the little  error on page  message  is posted at the bottom left corner of their browser window.  i circled the error in the screenshot.  i also unlocked her website for support.  ws id  dw    the resolution below won t work because debbie  our  client  mentioned that the management at her company was not comfortable  with using a set field such as ssn or birthdate as a login.  the are  determined to use  custom passwords.,0,1,0,0
123,123,Normal,1,taking,0,1,0,0
124,124,Normal,1,i tested this with both an internal workspace  and workspace . in neither case was i able to repro the issue. passwords reset with no problems.  in case they care  i reset employee  s pw to  test   they can just use the pw reset to reset it again if the admin wants to reset that to something else .  at this time  i am going to say this is either related to browser version. i am using ie ...,0,1,0,0
125,125,Normal,1,the client may need a java update. this is not an issue with our code.  i tested this with both an internal workspace  and workspace . in neither case was i able to repro the issue. passwords reset with no problems.  in case they care  i reset employee  s pw to  test   they can just use the pw reset to reset it again if the admin wants to reset that to something else .  at this time  i am going to say this is either related to browser version  i am using ie ...  or they need a java update.,0,1,0,0
126,126,Normal,1,called and left a message letting her know she made need a java update.  i also let her know about the password reset for employee .,0,1,0,0
127,127,Normal,1,called and verified that a java update worked.,0,1,0,0
128,128,Normal,1,auto confirmed fix.  survey sent to,0,1,0,0
129,129,Normal,1,created,0,1,0,0
130,130,Normal,1,client lvm for support that he needs some help with his w. called him back and lvm for him to call us back so that we can get the details of his issue and assist him.,0,1,0,0
131,131,Normal,1,created,0,1,0,0
132,132,Normal,1,pete called. he would like a report that lists all of the eamil addresses the employees entered to receive their email notifications. i looked and this report is not currently avaliable. i told him to send the email request to employeedesk i told him to make sure to state that they are for email notifications. he wants this so he can send his employees info. he doesnt want to go around collecting email addresses if we already have them,0,1,0,0
133,133,Low,0,i have completed my notes and informed the client. sending to lvl  per this kb  i dont know why im sending to you though,1,0,0,0
134,134,Low,0,joe  do you need to see this ticket  or is the email enough,1,0,0,0
135,135,Low,0,i never want a ticket about this again  the email is enough as long as the client is made aware that there are no guarantees for this.,1,0,0,0
136,136,Low,0,the kb has been updated to reflect this. go ahead and close this out michelle,1,0,0,0
137,137,Low,0,the client does know there is no guarente. he also asked about a fee and i told him there may or may not be if it is possible. closing,1,0,0,0
138,138,Normal,1,auto confirmed fix.  survey sent to,0,1,0,0
139,139,Normal,1,created,0,1,0,0
140,140,Normal,1,diane parker called in today to schedule an onramp and mentioned that she would like to add a contact   judith weiman.  i did so in crm.,0,1,0,0
141,141,Normal,1,,0,1,0,0
142,142,Normal,1,created,0,1,0,0
143,143,Normal,1,i called client and lvm for her to call me back so thati can remote into her pc and get more details on the issue that she describes below. this ticket will have to be splt for the different issues that the client has once we get all the details. waiting on client s response.  client s email  we don   t think our option to delegate is working.  our understanding is if the person that is supposed to verify the timesheets is not going to be here another person can be entered on this screen and the timesheets will go to them to verify.   on another issue  when the employee is entering direct deposit and it comes to me to validate the information  why doesn   t the bank name show.  we had an incident where the employee entered a wrong routing number and when i was checking the bank documentation to validate  i noticed it was a deposit slip and not a voided check.  the routing number on the deposit slip did not look right but the only way i could verify this was to pull up the employee and look at his actual entry  there i could see that the routing number showed unknown.  should these be allowed to go to the next step     darlene bune payroll supervisor usa truck  inc. phone    fax        this email and any files transmitted with it are confidential and intended solely for the use of the individual or entity to which they are addressed. if you have received this email in error please notify the sender by reply email or telephone. if you are not the intended recipient you are notified that disclosing  copying  distributing or taking any action in reliance on the contents of this information is strictly prohibited. please note that any views or opinions presented in this email are solely those of the author and do not necessarily represent those of the company. finally  the recipient should check this email and any attachments for the presence of viruses. the company accepts no liability for any damage caused by any virus transmitted by this email.,0,1,0,0
144,144,Normal,1,called and lvm for client again... will email her tomorrow on this issue.. first thing to do,0,1,0,0
145,145,Normal,1,called client and she already figured this out and she confirmed that they are good.. closing,0,1,0,0
146,146,Normal,1,auto confirmed fix.  survey sent to,0,1,0,0
147,147,Normal,1,created,0,1,0,0
148,148,Normal,1,diane parker called in today to schedule an onramp.  i did so for today at   pm.,0,1,0,0
149,149,Normal,1,diane emailed about her rescheduled onramp on     noon.  i emailed her the below     from  clientswsupport  sent  wednesday  january      pm to   dparker cc  matthew erhorn subject  minimum requirements for  onramp training session  diane parker   sorry for the confusion earlier.  i tried to give you a call but got your voicemail.  please send any further emails to support  that other address you emailed me at is not used regularly.  regarding installing the  center  please see the standard email below with our minimum requirements for onramp training sessions.  i don   t think your it department will have any trouble installing your software or getting your computer up to speed for the onramp.  if they have any questions about the information below  please contact me.                                  hello   the following email is in regards to the onramp training session for the  center and downloadmyform.com.  if the  center is not already installed to your machine  we recommend that you attempt to install the software before the walkthrough.  that will result in a much quicker overall walkthrough and give everyone a chance to iron out any potential issues with an installation ahead of time.  please download and install .net framework . sp    on the computer which  center will be run from prior to the on ramp session to provide an optimal support onramp experience.  this install can take up to  minutes on slower computers. please allow for plenty of time.  also  you will need your server name and system administrator  sa  password for the installation.  to install the  center please follow these steps    go to our website     select the    download the  center    link for your accounting package.   complete the wizard to install the  center  a walkthrough guide is available on our supporting documentation page  .  let us know if you have any issues during the installation process.  the  center downloadmyform.com onramp process will take approximately   minutes and will include the following      using the  center forms wizard   minutes      uploading your data for the first time   minutes      walking through the downloadmyform.com workspace   minutes      last minute questions   minutes  if you wish to choose a different time for your onramp session  or have any questions or comments  please feel free to contact support at ... ext .  thank you    stephen brown  technical support    ext.  support   p think green. please don   t print this message unless it   s really necessary. thank you.,0,1,0,0
150,150,Normal,1,auto confirmed fix.  survey sent to,0,1,0,0
151,151,Normal,1,created,0,1,0,0
152,152,Normal,1,i remoted into the computer and downloaded the updater patch.  their server took a while  but gsc was able to update after that.,0,1,0,0
153,153,Normal,1,created,0,1,0,0
154,154,Normal,1,tamera landry asked that i add tiffany n. dyer  as a contact for their company.  the email conversation is documented below.  i added ms. dryer in crm.                                   from  tiffany n. dyer  mailto tndyer  sent  monday  january      am to  stephen brown subject  fw     w  dmf onramp  hi stephen  please add tiffany dyer to your list of contacts for conrad industries. her email address is tndyer  and telephone number is    ext. . if you need anything else  please contact me that telephone number. thanks tiffany dyer                                                from  tamera t. landry sent  monday  january      am to  tiffany n. dyer subject     w  dmf onramp please send all your contact information to   stephen brown  sbrown thanks  tamera      original appointment      from  tamera t. landry sent  monday  january      am to   stephen brown  subject  accepted  conrad industries  inc. w  dmf onramp when  monday  january      pm   pm  gmt    central time  us   canada . where  logmein.com,0,1,0,0
155,155,Normal,1,created,0,1,0,0
156,156,Normal,1,shelly called with a question about syncing using the ppr. advised her that there is an option to sync just the paystubs  or ws and paystubs. she had no other questions.,0,1,0,0
157,157,Normal,1,created,0,1,0,0
158,158,Normal,1,he didn t know how to run sql scripts so we went with uninstalling and reinstalling. walked him through that and now he is running the suta report now.,0,1,0,0
159,159,Normal,1,created,0,1,0,0
160,160,Normal,1,client called to find out if we do create wisconsin wt . i confirmed with lh and was informed that we don t. we only do the ws. client was satisfied with my answer.,0,1,0,0
161,161,Normal,1,created,0,1,0,0
162,162,Normal,1,please reference ticket   i chose the wrong kb and needed to include some more details.                                                                                    client called in to let us know they were getting a message of  error on  page  in the bottom left corner of their browser when trying to reset an  employee password on dmf.com   see screenshot attached .  when they put in  the employee id and new password then press  reset password  nothing at  all seems to happen on the webpage  and the little  error on page  message  is posted at the bottom left corner of their browser window  circled on attached screenshot .  i unlocked her site for support.  ws id  dw    also i wanted to add another note about our conversation.  debbie  our  client mentioned that the management at her company was not comfortable  with using a set field such as ssn or birthdate as a login.  the are  determined to use  custom passwords.,0,1,0,0
163,163,Normal,1,just reopen,0,1,0,0
164,164,Normal,1,closing this and reopening    wrong kb.,0,1,0,0
